Timestamp,SS,ISO,EV,DZOOM,GPS_LON [°],GPS_LAT [°],GPS_ALT,D [m],H [m],H.S [m/s],V.S [m/s]
792000,246.48,100,+0.7,1.000,34.5876,31.6830,29,602.77,61.50,0.00,-0.00
793000,241.20,100,+0.7,1.000,34.5876,31.6830,29,602.80,61.50,0.00,-0.00
794000,241.20,100,+0.7,1.000,34.5876,31.6830,29,602.82,61.60,0.00,-0.00
795000,238.60,100,+0.7,1.000,34.5876,31.6830,29,602.84,61.60,0.00,-0.00
796000,247.82,100,+0.7,1.000,34.5876,31.6830,28,602.85,61.60,0.00,-0.00
797000,247.82,100,+0.7,1.000,34.5876,31.6830,27,602.53,61.70,1.41,-0.00
798000,271.71,100,+0.7,1.000,34.5876,31.6830,28,600.63,61.60,0.70,-0.00
799000,297.91,100,+0.7,1.000,34.5876,31.6830,29,600.48,61.90,0.10,-0.00
800000,317.92,100,+0.7,1.000,34.5876,31.6830,29,600.47,61.90,0.00,-0.10
801000,317.92,100,+0.7,1.000,34.5876,31.6830,28,600.50,61.80,0.00,-0.00
802000,317.92,100,+0.7,1.000,34.5876,31.6830,27,600.35,61.40,1.10,-0.00
803000,317.92,100,+0.7,1.000,34.5876,31.6830,28,598.47,61.50,3.65,0.20
804000,317.92,100,+0.7,1.000,34.5875,31.6830,27,594.91,61.80,5.57,-0.00
805000,317.92,100,+0.7,1.000,34.5874,31.6830,27,590.30,61.80,7.00,-0.00
806000,311.10,100,+0.7,1.000,34.5874,31.6830,28,584.77,61.70,8.02,-0.00
807000,302.79,100,+0.7,1.000,34.5873,31.6831,27,578.69,61.80,8.65,0.10
808000,288.39,100,+0.7,1.000,34.5872,31.6831,26,572.39,62.00,9.04,-0.00
809000,271.71,100,+0.7,1.000,34.5871,31.6831,26,566.06,62.10,9.24,-0.10
810000,261.61,100,+0.7,1.000,34.5870,31.6831,26,559.62,61.90,9.55,-0.10
811000,254.62,100,+0.7,1.000,34.5869,31.6831,26,553.06,61.80,9.65,-0.10
812000,249.16,100,+0.7,1.000,34.5868,31.6831,26,546.70,61.70,9.65,-0.10
813000,249.16,100,+0.7,1.000,34.5867,31.6831,26,540.26,61.40,9.85,-0.00
814000,253.24,100,+0.7,1.000,34.5866,31.6832,26,533.94,61.20,9.93,-0.00
815000,260.19,100,+0.7,1.000,34.5865,31.6832,26,527.76,61.50,9.82,0.10
816000,265.89,100,+0.7,1.000,34.5864,31.6832,26,521.75,61.80,9.83,-0.10
817000,270.25,100,+0.7,1.000,34.5863,31.6832,26,515.84,61.80,9.75,-0.10
