Timestamp,SS,ISO,EV,DZOOM,GPS_LON [°],GPS_LAT [°],GPS_ALT,D [m],H [m],H.S [m/s],V.S [m/s]
14000,405.64,110,+0.7,1.000,34.5838,31.6873,9,"n/a, H 0.50",0.50,0.00,-0.00
15000,396.95,110,+0.7,1.000,34.5838,31.6873,9,"n/a, H 0.50",0.50,0.00,-0.00
16000,492.96,110,+0.7,1.000,34.5838,31.6873,9,"n/a, H 1.30",1.30,0.00,1.80
17000,625.59,110,+0.7,1.000,34.5838,31.6873,9,"n/a, H 2.70",2.70,0.00,1.40
18000,625.59,110,+0.7,1.000,34.5838,31.6873,9,"n/a, H 4.30",4.30,0.00,1.70
19000,625.59,110,+0.7,1.000,34.5838,31.6873,9,"n/a, H 6.20",6.20,0.00,2.10
20000,625.59,110,+0.7,1.000,34.5838,31.6873,9,"n/a, H 8.30",8.30,0.00,2.10
21000,625.59,110,+0.7,1.000,34.5838,31.6873,9,"n/a, H 10.60",10.60,0.00,2.30
22000,625.59,110,+0.7,1.000,34.5838,31.6873,9,"n/a, H 12.90",12.90,0.00,2.30
23000,625.59,110,+0.7,1.000,34.5838,31.6873,9,"n/a, H 15.30",15.30,0.00,2.50
24000,639.28,110,+0.7,1.000,34.5838,31.6873,9,"n/a, H 18.00",18.00,0.00,2.60
25000,639.28,110,+0.7,1.000,34.5838,31.6873,9,"n/a, H 20.70",20.70,0.00,2.70
26000,639.28,110,+0.7,1.000,34.5838,31.6873,10,"n/a, H 23.50",23.50,0.10,2.80
27000,649.76,110,+0.7,1.000,34.5838,31.6873,10,"n/a, H 26.40",26.40,0.10,3.00
28000,653.28,110,+0.7,1.000,34.5838,31.6873,13,"n/a, H 29.40",29.40,0.10,2.90
29000,653.28,110,+0.7,1.000,34.5838,31.6873,14,"n/a, H 32.60",32.60,0.20,3.00
30000,667.59,110,+0.7,1.000,34.5838,31.6873,14,"n/a, H 35.70",35.70,0.28,3.00
31000,667.59,110,+0.7,1.000,34.5838,31.6873,14,"n/a, H 38.70",38.70,0.22,2.90
32000,667.59,110,+0.7,1.000,34.5838,31.6873,14,0.09,41.70,0.32,2.90
33000,671.21,110,+0.7,1.000,34.5838,31.6873,14,0.09,44.70,0.36,3.00
34000,671.21,110,+0.7,1.000,34.5838,31.6873,14,0.27,47.70,0.22,3.00
35000,671.21,110,+0.7,1.000,34.5838,31.6873,14,0.40,50.60,0.22,2.90
36000,671.21,110,+0.7,1.000,34.5838,31.6873,14,0.51,53.60,0.36,2.90
37000,685.91,110,+0.7,1.000,34.5838,31.6873,14,0.65,56.40,0.22,2.20
38000,685.91,110,+0.7,1.000,34.5838,31.6873,14,0.75,57.20,0.32,0.90
39000,685.91,110,+0.7,1.000,34.5838,31.6873,14,0.76,57.60,0.22,-0.00
40000,685.91,110,+0.7,1.000,34.5838,31.6873,14,0.86,57.60,0.22,-0.00
41000,685.91,110,+0.7,1.000,34.5838,31.6873,14,0.68,58.40,0.20,2.20
42000,685.91,110,+0.7,1.000,34.5838,31.6873,14,1.20,61.40,0.45,2.90
43000,685.91,110,+0.7,1.000,34.5838,31.6873,14,2.32,63.20,0.58,1.10
44000,685.91,110,+0.7,1.000,34.5838,31.6873,14,2.43,65.80,0.14,2.90
45000,685.91,110,+0.7,1.000,34.5838,31.6873,14,2.52,68.40,0.00,1.50
46000,685.91,110,+0.7,1.000,34.5838,31.6873,14,2.73,68.70,0.00,-0.00
47000,685.91,110,+0.7,1.000,34.5838,31.6873,14,2.02,68.70,0.32,-0.00
48000,685.91,110,+0.7,1.000,34.5838,31.6873,14,1.59,68.70,0.20,-0.00
49000,685.91,110,+0.7,1.000,34.5838,31.6873,13,2.82,68.60,2.28,-0.00
50000,685.91,110,+0.7,1.000,34.5839,31.6873,16,6.32,68.80,4.18,-0.00
51000,685.91,110,+0.7,1.000,34.5839,31.6873,16,11.32,68.80,5.47,-0.00
52000,685.91,110,+0.7,1.000,34.5840,31.6873,16,17.32,68.80,6.29,-0.00
53000,685.91,110,+0.7,1.000,34.5841,31.6873,16,24.00,68.70,6.83,-0.00
54000,685.91,110,+0.7,1.000,34.5841,31.6872,16,31.11,68.70,7.24,-0.00
55000,685.91,110,+0.7,1.000,34.5842,31.6872,16,38.69,68.70,7.46,-0.00
56000,685.91,110,+0.7,1.000,34.5843,31.6872,16,46.30,68.60,7.68,-0.00
57000,685.91,110,+0.7,1.000,34.5844,31.6872,16,54.07,68.60,7.78,0.10
58000,685.91,110,+0.7,1.000,34.5844,31.6872,17,61.75,68.60,7.87,0.10
59000,685.91,110,+0.7,1.000,34.5845,31.6871,17,69.48,68.60,7.87,-0.00
60000,700.93,110,+0.7,1.000,34.5846,31.6871,17,77.52,68.60,7.97,-0.00
61000,700.93,110,+0.7,1.000,34.5847,31.6871,17,85.36,68.70,7.97,-0.00
62000,700.93,110,+0.7,1.000,34.5848,31.6871,17,93.24,68.80,7.87,-0.00
63000,700.93,110,+0.7,1.000,34.5848,31.6871,17,101.24,68.80,7.97,-0.00
64000,700.93,110,+0.7,1.000,34.5849,31.6870,17,109.14,68.80,7.97,-0.00
65000,605.59,110,+0.7,1.000,34.5850,31.6870,17,117.16,68.80,8.22,-0.00
66000,509.23,110,+0.7,1.000,34.5851,31.6870,17,125.62,68.60,8.73,-0.10
67000,498.32,110,+0.7,1.000,34.5852,31.6870,19,134.47,68.60,9.17,-0.00
68000,456.97,110,+0.7,1.000,34.5853,31.6869,19,144.23,68.70,9.52,-0.00
69000,456.97,110,+0.7,1.000,34.5854,31.6869,18,153.70,68.90,9.65,-0.00
70000,456.97,110,+0.7,1.000,34.5855,31.6869,19,163.03,68.60,7.66,-0.00
71000,456.97,110,+0.7,1.000,34.5855,31.6869,19,168.13,68.90,4.05,0.10
72000,456.97,110,+0.7,1.000,34.5855,31.6869,19,170.78,69.20,1.49,-0.10
73000,456.97,110,+0.7,1.000,34.5855,31.6869,19,171.31,69.30,0.32,-0.00
74000,456.97,110,+0.7,1.000,34.5855,31.6869,19,171.54,69.10,0.10,-0.10
75000,456.97,110,+0.7,1.000,34.5855,31.6869,19,171.66,68.70,0.00,-0.00
76000,456.97,110,+0.7,1.000,34.5855,31.6869,19,170.20,68.70,2.62,0.10
77000,456.97,110,+0.7,1.000,34.5855,31.6869,19,166.09,69.00,4.71,-0.00
78000,456.97,110,+0.7,1.000,34.5854,31.6869,18,160.49,69.10,6.07,-0.00
79000,456.97,110,+0.7,1.000,34.5854,31.6869,18,153.58,69.10,7.12,-0.00
80000,456.97,110,+0.7,1.000,34.5853,31.6869,21,146.07,69.00,7.78,-0.00
81000,456.97,110,+0.7,1.000,34.5852,31.6869,21,137.72,68.80,8.29,0.10
82000,456.97,110,+0.7,1.000,34.5851,31.6870,21,129.44,68.80,8.26,0.10
83000,456.97,110,+0.7,1.000,34.5851,31.6870,21,123.42,68.50,3.49,-0.00
84000,456.97,110,+0.7,1.000,34.5850,31.6870,20,122.62,68.50,0.10,-0.00
85000,456.97,110,+0.7,1.000,34.5850,31.6870,21,122.68,68.60,0.00,-0.10
86000,456.97,110,+0.7,1.000,34.5850,31.6870,21,122.72,68.60,0.00,-0.00
87000,456.97,110,+0.7,1.000,34.5850,31.6870,21,122.60,68.70,0.00,-0.00
88000,456.97,110,+0.7,1.000,34.5850,31.6870,21,122.62,68.70,0.00,-0.10
89000,456.97,110,+0.7,1.000,34.5850,31.6870,21,122.59,68.70,0.00,-0.00
90000,456.97,110,+0.7,1.000,34.5850,31.6870,21,122.54,68.60,0.00,-0.00
91000,456.97,110,+0.7,1.000,34.5850,31.6870,21,122.51,68.70,0.00,-0.00
92000,456.97,110,+0.7,1.000,34.5850,31.6870,21,122.45,68.60,0.00,-0.10
93000,456.97,110,+0.7,1.000,34.5850,31.6870,21,121.45,68.50,2.21,-0.00
94000,456.97,110,+0.7,1.000,34.5850,31.6870,21,117.81,68.60,4.27,-0.00
95000,456.97,110,+0.7,1.000,34.5849,31.6870,21,112.56,68.70,5.76,-0.00
96000,447.17,110,+0.7,1.000,34.5849,31.6870,20,106.18,68.80,6.48,-0.10
97000,447.17,110,+0.7,1.000,34.5848,31.6870,21,99.50,66.90,6.77,-2.20
98000,447.17,110,+0.7,1.000,34.5847,31.6871,21,92.14,64.60,7.43,-2.10
99000,447.17,110,+0.7,1.000,34.5847,31.6871,21,84.26,61.50,7.97,-3.00
100000,437.59,110,+0.7,1.000,34.5846,31.6871,21,75.79,58.30,8.66,-3.00
101000,437.59,110,+0.7,1.000,34.5845,31.6871,21,66.79,55.50,8.98,-2.90
102000,437.59,110,+0.7,1.000,34.5844,31.6872,21,57.68,53.00,8.63,-2.50
103000,432.88,110,+0.7,1.000,34.5843,31.6872,20,51.72,50.70,3.74,-3.00
104000,432.88,110,+0.7,1.000,34.5843,31.6872,21,50.09,47.50,0.32,-3.10
105000,423.60,110,+0.7,1.000,34.5843,31.6872,21,50.07,44.80,0.10,-2.90
106000,423.60,110,+0.7,1.000,34.5843,31.6872,21,49.97,41.80,0.20,-2.90
107000,414.52,110,+0.7,1.000,34.5843,31.6872,21,49.04,39.10,2.01,-1.60
108000,414.52,110,+0.7,1.000,34.5843,31.6872,20,45.37,38.70,4.57,-0.00
109000,405.64,110,+0.7,1.000,34.5842,31.6872,21,40.11,38.60,6.08,-0.00
110000,405.64,110,+0.7,1.000,34.5842,31.6872,23,35.27,38.00,3.73,-1.80
111000,396.95,110,+0.7,1.000,34.5841,31.6872,23,33.30,34.70,0.41,-3.20
112000,396.95,110,+0.7,1.000,34.5841,31.6872,23,33.19,32.30,0.10,-2.80
113000,388.44,110,+0.7,1.000,34.5841,31.6872,23,33.00,29.50,0.32,-3.00
114000,380.12,110,+0.7,1.000,34.5841,31.6872,23,31.04,26.10,3.22,-3.10
115000,369.97,110,+0.7,1.000,34.5841,31.6872,23,26.56,22.80,5.46,-3.00
116000,362.04,110,+0.7,1.000,34.5840,31.6872,23,20.92,19.80,5.56,-2.10
117000,371.98,110,+0.7,1.000,34.5840,31.6872,23,18.29,18.20,1.80,-2.60
118000,371.98,110,+0.7,1.000,34.5840,31.6872,23,17.93,15.70,0.00,-2.90
119000,371.98,110,+0.7,1.000,34.5840,31.6872,25,18.05,12.90,0.00,-3.00
120000,371.98,110,+0.7,1.000,34.5840,31.6872,25,18.22,10.40,0.10,-1.80
121000,371.98,110,+0.7,1.000,34.5840,31.6872,25,18.27,9.30,0.22,-0.10
122000,371.98,110,+0.7,1.000,34.5840,31.6872,25,17.46,9.10,3.16,0.10
123000,371.98,110,+0.7,1.000,34.5840,31.6873,25,16.12,9.00,5.18,0.10
124000,371.98,110,+0.7,1.000,34.5840,31.6873,25,15.99,9.60,1.17,-0.00
125000,371.98,110,+0.7,1.000,34.5840,31.6873,25,16.17,9.40,0.10,-1.00
126000,371.98,110,+0.7,1.000,34.5840,31.6873,25,16.04,8.30,1.00,-0.00
127000,371.98,110,+0.7,1.000,34.5840,31.6873,25,13.28,8.40,3.73,-0.00
128000,371.98,110,+0.7,1.000,34.5839,31.6873,25,9.05,8.30,3.42,-0.80
129000,364.00,110,+0.7,1.000,34.5839,31.6873,25,7.20,6.00,1.00,-2.30
130000,364.00,110,+0.7,1.000,34.5839,31.6873,25,4.91,5.80,3.55,-0.00
131000,364.00,110,+0.7,1.000,34.5838,31.6873,24,1.97,5.80,1.10,-0.10
132000,371.98,110,+0.7,1.000,34.5838,31.6873,23,1.28,6.00,2.52,-0.00
133000,380.12,110,+0.7,1.000,34.5838,31.6873,23,0.96,4.60,0.40,-2.70
134000,380.12,110,+0.7,1.000,34.5838,31.6873,23,1.66,3.60,1.33,-0.00
135000,380.12,110,+0.7,1.000,34.5838,31.6873,23,2.31,3.70,1.20,-0.00
136000,388.44,110,+0.7,1.000,34.5838,31.6873,23,3.17,3.40,0.00,-1.00
137000,388.44,110,+0.7,1.000,34.5838,31.6873,23,3.24,3.00,1.10,-0.00
138000,388.44,110,+0.7,1.000,34.5838,31.6873,22,5.55,3.00,1.73,-0.00
139000,388.44,110,+0.7,1.000,34.5838,31.6873,22,5.86,3.10,0.00,-0.00
140000,388.44,110,+0.7,1.000,34.5838,31.6873,22,5.78,3.10,0.10,-0.00
141000,388.44,110,+0.7,1.000,34.5838,31.6873,22,6.59,2.90,0.22,-0.70
142000,364.00,110,+0.7,1.000,34.5838,31.6873,21,6.38,2.30,0.14,-0.00
143000,364.00,110,+0.7,1.000,34.5838,31.6873,21,6.36,2.30,0.92,-0.00
144000,324.88,110,+0.7,1.000,34.5838,31.6874,21,6.31,1.80,1.43,-1.00
145000,288.39,110,+0.7,1.000,34.5838,31.6874,22,6.30,1.50,0.00,-0.20
146000,236.03,110,+0.7,1.000,34.5838,31.6874,19,6.30,1.10,0.10,-0.00
147000,227.25,110,+0.7,1.000,34.5838,31.6874,20,6.21,1.10,0.00,-0.00
148000,120.60,200,+0.7,1.000,34.5838,31.6874,20,6.14,1.00,0.00,-0.00
149000,120.60,160,+0.7,1.000,34.5838,31.6874,21,6.15,1.00,0.00,-0.00
150000,60.30,120,+0.7,1.000,34.5838,31.6874,21,6.25,1.00,0.00,-0.00
151000,120.60,180,+0.7,1.000,34.5838,31.6874,20,6.19,1.10,0.00,-0.00
152000,120.60,160,+0.7,1.000,34.5838,31.6874,20,6.15,1.10,0.00,-0.00
153000,120.60,130,+0.7,1.000,34.5838,31.6874,20,6.23,1.10,0.63,-0.00
154000,120.60,130,+0.7,1.000,34.5838,31.6874,20,6.39,1.10,0.00,-0.00
155000,120.60,150,+0.7,1.000,34.5838,31.6874,19,6.13,1.20,0.32,-0.00
156000,120.60,130,+0.7,1.000,34.5838,31.6874,19,6.11,1.20,0.00,-0.00
157000,120.60,120,+0.7,1.000,34.5838,31.6874,19,6.36,1.20,0.00,-0.00
158000,120.60,120,+0.7,1.000,34.5838,31.6874,19,6.28,1.20,0.00,-0.00
159000,120.60,130,+0.7,1.000,34.5838,31.6874,19,6.24,1.10,0.00,-0.00
160000,120.60,130,+0.7,1.000,34.5838,31.6874,19,6.18,1.10,0.00,-0.00
161000,120.60,140,+0.7,1.000,34.5838,31.6874,19,6.09,1.10,0.00,-0.00
162000,120.60,140,+0.7,1.000,34.5838,31.6874,19,6.01,1.10,0.00,-0.00
163000,120.60,140,+0.7,1.000,34.5838,31.6874,19,5.95,1.10,0.00,-0.00
164000,120.60,140,+0.7,1.000,34.5838,31.6874,19,5.89,1.10,0.00,-0.00
165000,120.60,140,+0.7,1.000,34.5838,31.6874,19,5.85,1.10,0.00,-0.00
166000,120.60,150,+0.7,1.000,34.5838,31.6874,19,5.79,1.10,0.32,-0.00
167000,120.60,140,+0.7,1.000,34.5838,31.6874,19,5.61,1.10,0.20,-0.00
168000,120.60,140,+0.7,1.000,34.5838,31.6874,19,5.61,1.10,0.20,-0.00
169000,120.60,140,+0.7,1.000,34.5838,31.6874,19,5.20,1.10,0.76,-0.00
170000,120.60,160,+0.7,1.000,34.5838,31.6874,20,5.04,1.20,0.00,-0.00
171000,135.12,110,+0.7,1.000,34.5838,31.6874,20,4.78,1.20,0.20,-0.00
172000,302.79,110,+0.7,1.000,34.5838,31.6874,21,4.43,1.20,0.00,-0.00
173000,301.16,110,+0.7,1.000,34.5838,31.6874,21,3.97,1.20,0.71,-0.00
174000,384.26,110,+0.7,1.000,34.5838,31.6874,21,3.72,2.40,0.00,2.70
175000,454.50,110,+0.7,1.000,34.5838,31.6874,22,3.44,5.40,0.20,2.90
176000,399.10,110,+0.7,1.000,34.5838,31.6874,22,1.84,8.50,3.31,2.90
177000,390.55,110,+0.7,1.000,34.5839,31.6873,23,3.58,11.50,5.62,2.90
178000,382.18,110,+0.7,1.000,34.5839,31.6873,25,9.64,14.70,7.00,3.00
179000,360.08,110,+0.7,1.000,34.5840,31.6873,26,17.05,17.80,8.01,2.90
180000,337.43,110,+0.7,1.000,34.5841,31.6874,26,24.94,20.70,7.03,3.10
181000,337.43,110,+0.7,1.000,34.5841,31.6874,27,29.63,23.20,3.04,2.90
182000,346.69,110,+0.7,1.000,34.5841,31.6874,28,30.82,26.20,0.45,3.00
183000,348.57,110,+0.7,1.000,34.5841,31.6874,28,31.06,28.00,0.28,0.50
184000,356.21,110,+0.7,1.000,34.5842,31.6874,28,32.65,27.80,3.01,-0.00
185000,356.21,110,+0.7,1.000,34.5842,31.6874,27,36.91,27.80,5.20,0.10
186000,364.00,110,+0.7,1.000,34.5843,31.6874,27,42.90,27.60,6.61,-1.30
187000,364.00,110,+0.7,1.000,34.5843,31.6874,28,50.20,25.70,7.91,-1.80
188000,364.00,110,+0.7,1.000,34.5844,31.6874,26,58.53,24.20,8.60,-1.20
189000,364.00,110,+0.7,1.000,34.5845,31.6874,28,67.46,23.50,9.00,-0.00
190000,369.97,110,+0.7,1.000,34.5846,31.6874,28,76.81,23.70,8.90,-0.00
191000,369.97,110,+0.7,1.000,34.5847,31.6874,28,83.55,23.70,4.62,-0.00
192000,369.97,110,+0.7,1.000,34.5847,31.6874,28,86.45,24.00,1.68,-0.20
193000,369.97,110,+0.7,1.000,34.5847,31.6873,28,86.99,24.00,0.22,-0.20
194000,369.97,110,+0.7,1.000,34.5847,31.6873,28,87.16,23.70,0.14,-0.20
195000,369.97,110,+0.7,1.000,34.5847,31.6873,28,87.27,24.00,0.00,2.10
196000,369.97,110,+0.7,1.000,34.5847,31.6873,28,87.45,26.80,0.00,2.90
197000,376.03,110,+0.7,1.000,34.5848,31.6873,27,88.07,29.20,1.50,1.10
198000,376.03,110,+0.7,1.000,34.5848,31.6873,28,91.20,29.30,4.30,0.20
199000,384.26,110,+0.7,1.000,34.5848,31.6873,28,96.74,31.30,6.20,2.90
200000,384.26,110,+0.7,1.000,34.5849,31.6873,27,103.53,33.40,7.20,0.50
201000,392.67,110,+0.7,1.000,34.5850,31.6873,28,111.43,33.40,8.30,-0.00
202000,401.27,110,+0.7,1.000,34.5851,31.6873,28,120.13,34.40,8.90,2.40
203000,401.27,110,+0.7,1.000,34.5852,31.6873,28,128.77,36.90,6.80,1.70
204000,410.06,110,+0.7,1.000,34.5852,31.6873,28,133.69,37.20,3.52,-0.00
205000,410.06,110,+0.7,1.000,34.5853,31.6873,28,135.51,37.20,0.71,-0.10
206000,410.06,110,+0.7,1.000,34.5853,31.6873,28,135.72,37.30,0.14,-0.00
207000,410.06,110,+0.7,1.000,34.5853,31.6873,28,135.92,37.00,0.10,-0.00
208000,410.06,110,+0.7,1.000,34.5853,31.6873,28,136.08,37.00,0.00,0.10
209000,410.06,110,+0.7,1.000,34.5853,31.6873,29,136.14,37.10,0.00,0.10
210000,410.06,110,+0.7,1.000,34.5853,31.6873,29,136.14,37.20,0.00,-0.00
211000,410.06,110,+0.7,1.000,34.5853,31.6873,28,136.13,37.30,0.00,-0.00
212000,360.08,110,+0.7,1.000,34.5853,31.6873,29,136.12,37.40,0.00,-0.00
213000,306.09,110,+0.7,1.000,34.5853,31.6873,29,136.10,37.20,0.00,-0.00
214000,282.21,110,+0.7,1.000,34.5853,31.6873,27,136.01,37.30,0.00,-0.00
215000,276.16,110,+0.7,1.000,34.5853,31.6873,29,135.99,37.50,0.00,-0.00
216000,270.25,110,+0.7,1.000,34.5853,31.6873,29,135.98,37.50,0.00,-0.10
217000,267.33,110,+0.7,1.000,34.5853,31.6873,29,135.99,37.50,0.00,-0.10
218000,267.33,110,+0.7,1.000,34.5853,31.6873,29,135.97,37.30,0.00,-0.00
219000,280.69,110,+0.7,1.000,34.5853,31.6873,29,135.96,37.30,0.00,-0.00
220000,301.16,110,+0.7,1.000,34.5853,31.6873,28,135.97,37.20,0.00,-0.00
221000,321.38,110,+0.7,1.000,34.5853,31.6873,28,135.98,37.20,0.00,-0.00
222000,354.28,110,+0.7,1.000,34.5853,31.6873,29,135.99,37.30,0.00,-0.00
223000,392.67,100,+0.7,1.000,34.5853,31.6873,27,136.00,37.30,0.00,-0.00
224000,412.29,100,+0.7,1.000,34.5853,31.6873,25,136.01,37.30,0.00,-0.00
225000,461.94,100,+0.7,1.000,34.5853,31.6873,28,136.02,37.30,0.00,-0.00
226000,523.21,100,+0.7,1.000,34.5853,31.6873,28,136.04,37.40,0.00,-0.00
227000,615.51,100,+0.7,1.000,34.5853,31.6873,29,136.05,37.40,0.00,-0.00
228000,639.28,100,+0.7,1.000,34.5853,31.6873,29,136.01,37.30,0.00,-0.00
229000,543.43,100,+0.7,1.000,34.5853,31.6873,29,135.99,37.30,0.00,-0.00
230000,421.31,100,+0.7,1.000,34.5853,31.6873,29,135.96,37.40,0.00,-0.00
231000,352.37,100,+0.7,1.000,34.5853,31.6873,29,135.95,37.50,0.00,-0.00
232000,326.64,100,+0.7,1.000,34.5853,31.6873,29,135.95,37.40,0.00,-0.10
233000,321.38,100,+0.7,1.000,34.5853,31.6873,28,135.99,37.20,0.00,-0.00
234000,321.38,100,+0.7,1.000,34.5853,31.6873,29,135.97,37.20,0.00,0.10
235000,314.49,100,+0.7,1.000,34.5853,31.6873,29,135.95,37.50,0.00,-0.00
236000,306.09,100,+0.7,1.000,34.5853,31.6873,29,135.97,37.50,0.00,-0.00
237000,314.49,100,+0.7,1.000,34.5853,31.6873,29,135.93,37.30,0.00,-0.00
238000,333.79,100,+0.7,1.000,34.5853,31.6873,29,135.92,37.20,0.00,-0.00
239000,384.26,100,+0.7,1.000,34.5853,31.6873,29,135.99,37.20,0.00,-0.00
240000,401.27,100,+0.7,1.000,34.5853,31.6873,29,136.08,37.30,0.00,0.10
241000,412.29,100,+0.7,1.000,34.5853,31.6873,29,136.13,37.40,0.00,-0.00
242000,371.98,100,+0.7,1.000,34.5853,31.6873,29,136.14,37.50,0.00,-0.00
243000,316.20,100,+0.7,1.000,34.5853,31.6873,29,136.15,37.40,0.00,-0.00
244000,299.53,100,+0.7,1.000,34.5853,31.6873,29,136.10,37.50,0.00,-0.00
245000,293.11,100,+0.7,1.000,34.5853,31.6873,29,136.17,37.40,0.36,-0.00
246000,293.11,100,+0.7,1.000,34.5853,31.6873,29,137.18,37.30,2.24,-0.00
247000,293.11,100,+0.7,1.000,34.5853,31.6874,28,140.56,37.30,4.74,-0.00
248000,286.83,100,+0.7,1.000,34.5854,31.6874,28,145.67,37.30,6.40,-0.00
249000,286.83,100,+0.7,1.000,34.5854,31.6874,28,152.14,37.40,7.57,0.10
250000,286.83,100,+0.7,1.000,34.5855,31.6874,27,159.51,38.90,8.46,2.10
251000,286.83,100,+0.7,1.000,34.5856,31.6875,29,167.17,41.00,7.38,1.50
252000,286.83,100,+0.7,1.000,34.5856,31.6875,29,172.53,41.20,3.77,-0.00
253000,245.15,100,+0.7,1.000,34.5857,31.6875,29,174.42,41.50,0.80,-0.10
254000,208.39,100,+0.7,1.000,34.5857,31.6875,29,174.66,41.40,0.14,-0.20
255000,194.22,100,+0.7,1.000,34.5857,31.6875,28,174.74,41.00,0.10,-0.00
256000,194.22,100,+0.7,1.000,34.5857,31.6875,29,174.88,40.80,0.00,-0.00
257000,194.22,100,+0.7,1.000,34.5857,31.6875,29,174.95,40.70,0.00,-0.00
258000,182.99,100,+0.7,1.657,34.5857,31.6875,29,174.89,40.70,0.00,-0.00
259000,192.13,100,+0.7,2.677,34.5857,31.6875,28,174.93,40.80,0.00,-0.00
260000,192.13,100,+0.7,2.677,34.5857,31.6875,28,174.92,40.80,0.00,-0.00
261000,192.13,100,+0.7,2.677,34.5857,31.6875,28,174.91,40.80,0.00,-0.00
262000,192.13,100,+0.7,2.677,34.5857,31.6875,27,174.91,40.80,0.00,-0.00
263000,192.13,100,+0.7,2.677,34.5857,31.6875,27,174.95,40.80,0.00,-0.00
264000,192.13,100,+0.7,2.677,34.5857,31.6875,27,174.97,40.90,0.00,-0.00
265000,192.13,100,+0.7,2.677,34.5857,31.6875,28,174.95,41.10,0.00,-0.00
266000,192.13,100,+0.7,2.677,34.5857,31.6875,28,174.90,41.10,0.00,-0.10
267000,192.13,100,+0.7,2.677,34.5857,31.6875,28,174.95,41.10,0.00,-0.00
268000,188.01,100,+0.7,2.677,34.5857,31.6875,29,174.94,40.90,0.00,-0.00
269000,188.01,100,+0.7,2.677,34.5857,31.6875,28,174.96,40.80,0.00,-0.00
270000,188.01,100,+0.7,2.677,34.5857,31.6875,28,175.00,40.90,0.00,0.10
271000,188.01,100,+0.7,2.677,34.5857,31.6875,28,175.00,40.90,0.00,-0.00
272000,192.13,100,+0.7,2.677,34.5857,31.6875,28,174.95,41.00,0.00,-0.00
273000,192.13,100,+0.7,2.677,34.5857,31.6875,28,174.96,41.20,0.00,-0.00
274000,192.13,100,+0.7,2.677,34.5857,31.6875,29,174.91,41.20,0.00,-0.00
275000,192.13,100,+0.7,2.677,34.5857,31.6875,28,175.42,41.20,1.62,-0.00
276000,192.13,100,+0.7,2.677,34.5857,31.6875,28,178.52,40.60,4.31,-0.00
277000,192.13,100,+0.7,2.677,34.5857,31.6875,28,183.83,40.60,6.15,0.10
278000,191.09,100,+0.7,2.677,34.5858,31.6876,27,190.65,41.00,7.37,0.10
279000,195.28,100,+0.7,2.677,34.5859,31.6876,27,198.40,41.20,8.23,-0.00
280000,188.01,100,+0.7,2.677,34.5860,31.6876,27,206.87,41.20,8.80,-0.00
281000,188.01,100,+0.7,2.677,34.5861,31.6876,27,215.72,41.20,9.12,-0.00
282000,183.98,100,+0.7,2.677,34.5862,31.6877,27,224.78,41.30,9.43,-0.00
283000,183.98,100,+0.7,2.677,34.5863,31.6877,28,234.17,41.30,9.49,-0.00
284000,193.17,100,+0.7,2.677,34.5863,31.6877,27,243.61,41.20,9.65,-0.10
285000,230.97,100,+0.7,2.677,34.5864,31.6878,29,253.37,41.10,9.69,-0.10
286000,230.97,100,+0.7,2.677,34.5866,31.6878,29,263.10,40.50,9.64,-0.00
287000,238.60,100,+0.7,2.677,34.5867,31.6878,29,272.67,40.80,9.60,0.10
288000,241.20,100,+0.7,2.677,34.5867,31.6878,29,280.45,40.80,5.50,-0.00
289000,241.20,100,+0.7,2.677,34.5868,31.6878,29,283.87,41.30,2.62,-0.00
290000,241.20,100,+0.7,2.677,34.5868,31.6878,29,285.60,41.40,3.93,-0.10
291000,238.60,100,+0.7,2.677,34.5868,31.6879,29,287.52,41.20,5.20,-0.00
292000,228.48,100,+0.7,2.677,34.5868,31.6879,29,289.80,41.60,6.20,1.40
293000,217.61,100,+0.7,2.677,34.5868,31.6880,29,292.51,43.90,6.79,2.90
294000,217.61,100,+0.7,2.677,34.5868,31.6880,29,295.46,46.80,6.99,3.00
295000,212.95,100,+0.7,2.677,34.5868,31.6881,29,298.45,50.00,5.38,2.70
296000,212.95,100,+0.7,2.677,34.5869,31.6881,29,300.09,51.40,1.55,0.30
297000,212.95,100,+0.7,2.677,34.5869,31.6881,29,299.96,53.10,0.00,2.80
298000,212.95,100,+0.7,2.677,34.5869,31.6881,30,300.13,54.30,0.36,0.10
299000,212.95,100,+0.7,2.677,34.5869,31.6881,30,301.07,54.20,2.47,-0.00
300000,212.95,100,+0.7,2.677,34.5869,31.6881,30,304.47,54.10,4.81,-0.00
301000,212.95,100,+0.7,2.677,34.5870,31.6881,30,309.70,54.10,6.53,-0.00
302000,212.95,100,+0.7,2.677,34.5870,31.6881,30,316.13,54.20,7.55,0.10
303000,212.95,100,+0.7,2.677,34.5871,31.6881,30,323.39,54.40,8.37,-0.00
304000,217.61,100,+0.7,2.677,34.5872,31.6881,30,331.22,54.50,8.91,-0.00
305000,214.11,100,+0.7,2.677,34.5873,31.6880,30,338.05,54.40,7.16,-0.00
306000,219.98,100,+0.7,2.677,34.5874,31.6880,30,345.06,54.60,7.98,-0.00
307000,206.14,100,+0.7,2.677,34.5875,31.6880,30,352.18,54.50,7.67,-0.00
308000,203.92,100,+0.7,2.677,34.5875,31.6880,30,359.21,54.50,7.67,-0.10
